GeneName	VarianceExpression
TMEM135	0.121465358946227
RAB38	0.000640176379311241
CTSC	0.155015558654036
GRM5	0
TYR	0
NAALAD2	0
CHORDC1	0.0730532884327618
DISC1FP1	0.0077477421901005
FAT3	0.0001602044061081
SLC36A4	0.20084814408691
DEUP1	0.0205789717613532
SMCO4	0.166678961950517
CEP295	0.0987948156436479
SCARNA9	0
TAF1D	0.194627393809883
C11orf54	0.0592833062526717
MED17	0.0740173745214547
PANX1	0.0283212942175006
AP002784.1	0.00491664009246014
MRE11	0.0884303217167888
ANKRD49	0.0576488747504702
FUT4	0.029152937800351
PIWIL4	0.0813694237052696
AP000943.2	0.0356964511889718
LINC02700	0
AMOTL1	0.0112287952701455
AP002383.2	0.000160204406108096
CWC15	0.0584647255449505
KDM4D	0.000160204406108103
SRSF8	0.0215080031336654
ENDOD1	0.00834356089423199
AP000787.1	0.0295165501277894
SESN3	0.112080770725374
AP000820.2	0.000320301938029295
FAM76B	0.0970140367493189
CEP57	0.120993173749289
MTMR2	0.0210357225785933
MAML2	0.629203824839838
AP000779.1	0.0313897569866084
CCDC82	0.0660023666824457
JRKL	0.0141812970604497
AP003066.1	0
CNTN5	0
ARHGAP42	0.000320301938029342
TRPC6	0
CEP126	0.00648074381720434
YAP1	0
BIRC3	0.0802644787631612
BIRC2	0.0842252794374151
TMEM123	0.226709249537209
AP001830.1	0
DCUN1D5	0.0432880060648101
DYNC2H1	0.0281244704112709
AP002961.1	0
AP002989.1	0.000160204406108098
PDGFD	0.00454301456991395
CASP4	0.211130952267754
CASP5	0.0211071850197737
CASP1	0.230005791579946
CARD16	0.1692926970094
CARD18	0
GRIA4	0
MSANTD4	0.0157508446516363
KBTBD3	0.0130388681251465
AASDHPPT	0.0334046784562549
AP001001.1	0.000160204406108101
GUCY1A2	0
AP000766.1	0.0092691982266544
CWF19L2	0.195975449840023
ALKBH8	0.0331085713721414
SLC35F2	0.00632481437857084
RAB39A	0.058855578429229
AP003307.1	0.00648074381720434
CUL5	0.22309500195014
AP002433.1	0.00570002788216811
ACAT1	0.0506587593754604
AP002433.2	0.00554356407259992
NPAT	0.0725604891140923
ATM	0.30290310020008
C11orf65	0.0440373213954375
POGLUT3	0.00444532492839277
EXPH5	0.00789278004936346
DDX10	0.158083001273066
AP003049.2	0
RDX	0.158579341964552
ZC3H12C	0.0493099947425722
FDX1	0.0473470607810391
ARHGAP20	0
LINC02550	0.000160204406108098
POU2AF1	0.00016020440610809
SIK2	0.229882984972071
PPP2R1B	0.0407892409254034
ALG9	0.0184790822479212
ALG9-IT1	0
FDXACB1	0.00428800612532954
C11orf1	0.00928443913951714
DIXDC1	0.000320301938029334
DLAT	0.013341908837302
NKAPD1	0.0251469158323054
TIMM8B	0.0471216626202597
SDHD	0.0802803298777695
IL18	0.0488959511727443
TEX12	0
BCO2	0.0119430594101548
PTS	0.193299866770114
PLET1	0.00428800612532959
LINC02762	0.0183463148045936
LINC02763	0.000160204406108098
NCAM1	0.0116646605109415
TTC12	0.0160713603380393
TMPRSS5	0.000160204406108093
ZW10	0.019811419174077
USP28	0.0420312124378112
AP003170.3	0
HTR3B	0
ZBTB16	0.117916079935412
AP002518.2	0.000320301938029323
C11orf71	0.0132358336720859
RBM7	0.0579801286763776
REXO2	0.0184886374430992
CADM1	0.000320301938029342
LINC02698	0
BUD13	0.027057672694791
ZPR1	0.031645075367747
APOA1-AS	0.0132561598671602
SIK3	0.398773028734658
AP000936.1	0.0001602044061081
PAFAH1B2	0.132549783559322
SIDT2	0.0943200625603719
TAGLN	0.0371298918876194
PCSK7	0.167438519629775
RNF214	0.0434741221910145
BACE1	0.0188546015017445
BACE1-AS	0
CEP164	0.100666518396098
AP000892.1	0
DSCAML1	0.000402450470427685
FXYD2	0.0001602044061081
AP000757.1	0
FXYD6	0.00787929942649714
TMPRSS13	0
IL10RA	0.215818269304026
SMIM35	0.00523031583090386
JAML	0.3422544267866
MPZL3	0.0283779588140046
MPZL2	0.0162230774487774
CD3E	0.0451858901853952
CD3D	0.0893659790641506
CD3G	0.0343299869589424
UBE4A	0.127076487546248
AP001267.1	0
ATP5MG	0.175747958015337
KMT2A	0.210063180936504
AP001267.3	0.0107003700053464
TMEM25	0.000320301938029332
IFT46	0.00834356089423198
ARCN1	0.0588562840891772
PHLDB1	0
AP002954.1	0.00460253685726823
AP002954.2	0
DDX6	0.174333276517165
AP004609.3	0.0121455033844874
CXCR5	0.000160204406108095
BCL9L	0.0290620841910644
UPK2	0
CCDC84-DT	0.0001602044061081
CCDC84	0.0816315707482006
AP003392.1	0.00570002788216798
RPS25	0.384423335316355
TRAPPC4	0.0319725254103668
SLC37A4	0.000320301938029343
HYOU1	0.0269535398254911
AP003392.5	0.00444532492839274
VPS11	0.0305433400253642
HMBS	0.01364452205271
H2AFX	0.0133395299682935
DPAGT1	0.0153012532330918
C2CD2L	0.0501716564693821
HINFP	0.0297075756189859
NLRX1	0.0282308201970317
PDZD3	0.000160204406108095
CCDC153	0.00694789088798384
CBL	0.292390314394668
MCAM	0
RNF26	0.00679228207191062
USP2	0.00562717637924136
USP2-AS1	0
NECTIN1	0.00803416012326251
NECTIN1-AS1	0
OAF	0.117250968407515
POU2F3	0.000160204406108102
ARHGEF12	0.0188022394442189
GRIK4	0
AP004147.1	0
TBCEL	0.074099046290027
TECTA	0.000160204406108103
SC5D	0.0152149276246113
AP000977.1	0
SORL1	0.322182803135759
AP001977.1	0.0048430324346229
MIR100HG	0.00437126357760932
UBASH3B	0.17930010609683
AP002762.3	0
AP002762.2	0.0263281945240188
CRTAM	0.0147641700543651
JHY	0.00797396204178964
HSPA8	0.206086464819329
AP000926.2	0.0119077173015072
CLMP	0.005313839423955
GRAMD1B	0.22502987605694
ZNF202	0.00741407609108115
VWA5A	0.00585638481754888
TBRG1	0.191831049097908
SIAE	0.0155601196001336
SPA17	0.0116024503920244
NRGN	0.0888264173308041
AP000866.5	0
VSIG2	0
ESAM	0
AP000866.2	0
MSANTD2	0.047569805086533
AP000866.6	0.00475964191195724
AP000866.1	0.000160204406108092
ROBO3	0.00475964191195726
CCDC15-DT	0
CCDC15	0.00818891394584081
SLC37A2	0.0578791193580222
TMEM218	0.0171806871814678
FEZ1	0.0121455033844872
AP000708.1	0
EI24	0.0254509952770147
STT3A	0.0336336486398215
CHEK1	0.00672048918585981
HYLS1	0.0112287952701456
PUS3	0.0125330724006465
CDON	0
RPUSD4	0.0231468481984001
FAM118B	0.060285951851568
SRPRA	0.0719693304437644
FOXRED1	0.0491305226924921
TIRAP	0.0285141758088171
AP001318.2	0.0109056132311319
DCPS	0.0425242390300217
GSEC	0
ST3GAL4	0.0364112859524693
KIRREL3	0
LINC02725	0.000160204406108097
ETS1	0.0684359574695565
AP001122.1	0
FLI1	0.377067292027306
SENCR	0.00827328031800104
KCNJ1	0.000320301938029322
KCNJ5	0
ARHGAP32	0.154111315313446
AP003327.2	0.000160204406108102
TMEM45B	0.000320301938029333
NFRKB	0.0404321551200781
PRDM10	0.0520178079695639
LINC00167	0.000160204406108101
APLP2	0.324787139799827
ST14	0.0270922348028
ZBTB44	0.115978823831591
ZBTB44-DT	0.000959623323845665
ADAMTS15	0
LINC02551	0.000160204406108094
AP003486.1	0
SNX19	0.0857471927147695
NTM	0.00349980899721268
OPCML	0.0073665424324231
IGSF9B	0
JAM3	0.00445450262015542
NCAPD3	0.0472452482455496
AP001775.2	0
VPS26B	0.0322448061318912
THYN1	0.0162621675316984
ACAD8	0.0134276393977112
AC026369.3	0.00773761689063371
SLC6A12	0.0160734455515674
SLC6A13	0.000160204406108099
AC007406.5	0.00570002788216783
KDM5A	0.247979862410704
CCDC77	0.0417310237134403
B4GALNT3	0
NINJ2	0.0469193150731459
AC021054.1	0.0311047426261462
WNK1	0.298177755113872
AC004765.1	0
RAD52	0.0445470972849633
AC004803.1	0
ERC1	0.377189406944151
AC004672.1	0
WNT5B	0.0115687983677984
FBXL14	0.0191932718137597
ADIPOR2	0.159658101009033
AC005343.1	0.00428800612532978
CACNA2D4	0.0294129780442646
AC005342.2	0.000320301938029322
DCP1B	0.0116172716721969
CACNA1C	0.000160204406108102
CACNA1C-AS2	0.00032030193802932
FKBP4	0.0180103240287367
ITFG2-AS1	0.00796357708506862
ITFG2	0.113741390029741
NRIP2	0
TEX52	0.00554356407259991
FOXM1	0.00585638481754881
RHNO1	0.00834356089423199
TULP3	0.0165918562443344
TSPAN9	0.0001602044061081
CRACR2A	0.0586939804275942
AC006207.1	0
PARP11	0.11442114618932
AC005842.1	0.00523031583090408
CCND2-AS1	0.000320301938029309
CCND2	0.0299025314373708
TIGAR	0.128789385134359
C12orf4	0.058864901138664
RAD51AP1	0
DYRK4	0.0103608556996166
NDUFA9	0.0766774548365676
GAU1	0.000320301938029329
GALNT8	0.00538699338884485
VWF	0.00760956300049017
CD9	0.000160204406108096
PLEKHG6	0.0119077173015071
TNFRSF1A	0.136242345236797
SCNN1A	0
LTBR	0.0990268296566842
AC005840.2	0
CD27-AS1	0.0120230253995616
CD27	0.0245082950398118
TAPBPL	0.0357351747140735
VAMP1	0.0104973963820885
AC005840.4	0.000160204406108092
MRPL51	0.0421902933855517
NCAPD2	0.0343203567117093
AC006064.5	0
GAPDH	0.345778749947419
AC006064.4	0
IFFO1	0.076985715917126
AC006064.1	0
NOP2	0.0455103614150909
CHD4	0.226217463908289
AC006064.2	0.021069118551621
LPAR5	0.000160204406108101
ACRBP	0.00648074381720434
ING4	0.0465264701822779
AC125494.1	0
ZNF384	0.0281161470313094
COPS7A	0.0397475019921871
MLF2	0.0631482535222871
PTMS	0.0091998250363179
LAG3	0.000480292595763716
CD4	0.222076073590838
GPR162	0.0150230297938568
P3H3	0
USP5	0.0311918434369254
TPI1	0.200790728211982
SPSB2	0.012773251430744
LRRC23	0.0698665105783738
ENO2	0.000320301938029318
ATN1	0.0143321852517053
C12orf57	0.131429416265351
PTPN6	0.213321868113032
PHB2	0.0545303388398775
EMG1	0.0458128852227502
LPCAT3	0.108633791556654
C1S	0.0299772849591477
C1R	0.000160204406108094
C1RL	0.0614679157731274
C1RL-AS1	0.0129920040867283
RBP5	0.00632481437857084
CLSTN3	0.0126828182652219
PEX5	0.00849810096843674
CD163L1	0.0121784504566248
CD163	0.0890162262597879
CLEC4C	0
SLC2A14	0.000160204406108102
AC006517.2	0.000160204406108102
SLC2A3	0.644717053590057
AC006511.6	0.0111437484713986
FOXJ2	0.0265763973067745
C3AR1	0.0629428925887467
NECAP1	0.0777383426937527
CLEC4A	0.071983982811938
FAM66C	0.000160204406108098
FAM90A1	0.00032030193802933
LINC02449	0
AC092745.5	0.0407198759312367
AC092745.4	0.000160204406108095
LINC00937	0.285985714826032
CLEC6A	0.0247011143350311
CLEC4D	0.0496126122304431
CLEC4E	0.20238027019701
AC092746.1	0.00413058044808022
MFAP5	0
RIMKLB	0.0391934448873893
A2ML1-AS1	0.00687624923291474
AC092490.1	0
A2ML1	0.000320301938029339
AC006581.2	0.00775692688665501
PHC1	0.0101909880883511
M6PR	0.136534784770645
KLRG1	0.0214961302202287
AC006581.1	0.000160204406108099
LINC00612	0.000480292595763716
A2M-AS1	0
A2M	0.0124136226746818
PZP	0.00879616199388025
AC010175.1	0
AC092821.3	0.0455558853923113
KLRB1	0.0232468308007856
AC010186.3	0.0117187545895613
CLEC2D	0.175517168918681
CLECL1	0.0169965713039729
CD69	0.131725121863809
KLRF1	0.00650382654264061
CLEC2B	0.171616295630173
AC091814.1	0.00523031583090405
LINC02470	0.000160204406108092
CLEC12A	0.354149350007871
CLEC1B	0.0287078406418986
CLEC12B	0.0420590495332141
AC024224.2	0
CLEC9A	0
CLEC1A	0.0193470354874074
CLEC7A	0.407893819721614
OLR1	0.0555275834219424
TMEM52B	0.0168051245282968
GABARAPL1	0.165034635851675
AC115676.1	0
KLRD1	0.0176628299273602
AC022075.1	0.00827328031800121
KLRK1	0.0184769762291653
KLRC4	0.000320301938029341
KLRC3	0
KLRC2	0.000562485484957289
KLRC1	0.000160204406108091
LINC02446	0.0162312984951302
MAGOHB	0.0223572637789529
STYK1	0
YBX3	0.328631154811287
PRH1	0.122540917979256
PRR4	0.000160204406108094
TAS2R14	0.0049166400924601
TAS2R20	0
TAS2R31	0
TAS2R30	0
SMIM10L1	0.0267354506055964
AC244131.2	0.0633947593541554
PRB1	0.000160204406108101
PRB2	0.00032030193802933
AC007450.1	0.000160204406108101
LINC01252	0.00523031583090397
ETV6	0.315138034053933
BCL2L14	0.00539404708517836
LRP6	0.000160204406108091
MANSC1	0
LOH12CR2	0.00811848213862823
BORCS5	0.114969406308299
DUSP16	0.0324122673365731
AC007619.1	0.00444532492839271
CREBL2	0.0486952643355053
AC008115.4	0
GPR19	0.000320301938029336
AC008115.2	0
CDKN1B	0.09497225596188
AC008115.3	0.024609826368219
AC008115.1	0.0150872097349518
APOLD1	0.0351165281573797
DDX47	0
GPRC5D-AS1	0.00602376844827955
HEBP1	0.036102977049221
AC023790.2	0.0197775935354985
FAM234B	0.025408484566585
GSG1	0.030154779537421
EMP1	0.0707462914197192
AC007535.1	0
ATF7IP	0.312405527782962
PLBD1	0.276470722470976
AC008114.1	0.0219901635181072
PLBD1-AS1	0.0326936980990876
GUCY2C	0.0128718292870793
AC010168.1	0.0291782026834761
AC010168.2	0.00935387509638251
HIST4H4	0.00812908084372403
H2AFJ	0.076879746263644
WBP11	0.114786028075481
C12orf60	0.00491664009246004
ERP27	0.0327310826290292
ARHGDIB	0.277824051882984
PDE6H	0.000160204406108096
RERG	0
PTPRO	0.0602828596044654
EPS8	0.0913696978689595
STRAP	0.180001189721965
DERA	0.13558791241429
MGST1	0.0752247475037599
AC007529.2	0
PIK3C2G	0
PLCZ1	0
PLEKHA5	0.0516574585383827
AEBP2	0.128777850156456
AC024901.1	0.0001602044061081
PDE3A	0.0001602044061081
PYROXD1	0.0883152616483504
RECQL	0.111774331157503
GOLT1B	0.0622080911346918
LDHB	0.101119262233862
AC010197.1	0
ABCC9	0
CMAS	0.0392419398423697
ST8SIA1	0.00611486144972792
AC053513.1	0.124051734542626
C2CD5	0.215492994054111
AC053513.2	0
AC087241.2	0
ETNK1	0.211763849157607
AC084816.1	0.00797396204178974
SOX5	0.0212586530683931
BCAT1	0.0261266013411315
LRMP	0.223194478840627
AC023510.1	0.00973057409134334
CASC1	0.0046025368572682
ETFRF1	0.0406176635083429
KRAS	0.18145418817887
AC092794.1	0
AC087239.1	0.0475738331094121
LMNTD1	0
RASSF8-AS1	0.000160204406108092
RASSF8	0.000799953288671836
SSPN	0.000800808282166784
AC022509.2	0.000480292595763715
AC024145.1	0.0492384474766533
ITPR2	0.385652576462607
AC023051.1	0.0402649111838141
INTS13	0.0245993041949128
FGFR1OP2	0.0680518715896519
TM7SF3	0.0944630721351607
AC024896.1	0
MED21	0.0635757367887483
AC092747.4	0.0149785947654326
AC092747.1	0.000160204406108094
STK38L	0.199886762355913
ARNTL2	0.0160275801202826
ARNTL2-AS1	0
PPFIBP1	0.0075823468577176
MRPS35	0.052365464199177
KLHL42	0.0485483187701278
CCDC91	0.346577618300875
AC022364.1	0.000320301938029312
AC022079.1	0
AC012150.1	0.00996900659477567
FAR2	0.278837890930501
AC009318.1	0.0213318013374051
AC009318.3	0.00562717637924139
ERGIC2	0.0709095862383363
OVCH1-AS1	0.0450337937800122
OVCH1	0.00554356407259984
TMTC1	0.118458632731234
IPO8	0.0684082652179383
AC012673.1	0
CAPRIN2	0.0263451465169187
DDX11	0.0131220872444345
SINHCAF	0.118261349992629
AC024940.1	0
DENND5B	0.0208770806442696
AC068774.1	0.000160204406108095
ETFBKMT	0.00725878789756966
AMN1	0.0470447904262675
AC023157.3	0.0180359163880432
LINC02422	0.0163726024718036
RESF1	0.205708725791433
AC016957.2	0.000160204406108097
BICD1	0.0576470817290542
AC026356.2	0
FGD4	0.40019772396785
DNM1L	0.190242359156017
AC084824.5	0
YARS2	0.0391067663353665
AC084824.4	0
PKP2	0.00743331344471666
AC046130.1	0
ALG10	0.00787929942649715
AC046130.2	0
AC140847.2	0
ALG10B	0.00834356089423199
CPNE8	0.336667153096981
KIF21A	0.00515701063503074
ABCD2	0.0102694808829665
C12orf40	0.0158144411831816
SLC2A13	0.145128410771296
LINC02471	0.00239184430200079
AC079630.1	0.0282366652197438
LRRK2	0.505957091274045
CNTN1	0
PDZRN4	0
AC090630.1	0.00703190240578302
GXYLT1	0.0682387300290508
YAF2	0.178529473064232
PPHLN1	0.182242075952541
ZCRB1	0.0364263977937504
AC079684.1	0
PRICKLE1	0.178923685676933
AC079600.3	0
ADAMTS20	0
PUS7L	0.0569816403107544
IRAK4	0.12146812153271
TWF1	0.0686349626313463
TMEM117	0.0510273621422394
NELL2	0.0467051075721493
ANO6	0.282878134565714
AC079950.1	0
AC008124.1	0.0159869793353722
ARID2	0.303775388956608
SCAF11	0.328978903897575
SLC38A1	0.0541234588554336
SLC38A2	0.312878162311203
AC025031.2	0.00428800612532951
AC008014.1	0.060479873652826
AC025031.4	0
SLC38A4	0.000320301938029308
AMIGO2	0
PCED1B	0.139159996394593
PCED1B-AS1	0.0649550343121623
AC008083.2	0.000640176379311238
AC008083.3	0.0073428881289584
LINC02416	0.000640176379311243
LINC02156	0
RPAP3	0.0882944425579963
AC004241.3	0
AC004241.1	0.00849810096843675
SLC48A1	0.00570002788216802
HDAC7	0.118277092319402
LINC02354	0
VDR	0.0858637587163543
AC121338.1	0.0057000278821677
TMEM106C	0
SENP1	0.0498590738851567
PFKM	0.000320301938029336
ASB8	0.0465186948915077
AC024257.3	0.0381450670831333
AC024257.1	0.0246371850264673
AC024257.5	0
ZNF641	0.0425494514436819
AC090115.1	0.0113551967567621
KANSL2	0.0668332077356324
CCNT1	0.120686116944228
CACNB3	0.000480292595763711
DDX23	0.0511708921587664
RND1	0
CCDC65	0.0261110273211257
FKBP11	0.0380109900407089
ARF3	0.0736857521511777
DDN-AS1	0.0280146619306223
PRKAG1	0.104591114544468
KMT2D	0.117298677658879
RHEBL1	0.00578368454560464
LMBR1L	0.0758948907855772
TUBA1B	0.189164887623036
AC011603.2	0.078729294837572
TUBA1A	0.558849058258714
TUBA1C	0.124655049883598
AC010173.1	0.0247085273884313
AC125611.3	0
AC125611.4	0
SPATS2	0.0544949459785545
KCNH3	0.0157102233508876
MCRS1	0.0462962468208347
PRPF40B	0.0482399519928298
FAM186B	0
FMNL3	0.017292122672445
TMBIM6	0.224671869257072
NCKAP5L	0.0972316753623343
BCDIN3D-AS1	0
BCDIN3D	0.00957688901063476
RACGAP1	0.0179953422856521
SMARCD1	0.0337248605348312
COX14	0.0509202544442313
AC074032.1	0.0794067369261016
CERS5	0.0774969312839277
LIMA1	0.00818891394584105
FAM186A	0.000320301938029307
LARP4	0.0936140452897196
DIP2B	0.346025175472588
ATF1	0.0849268011698735
METTL7A	0.0888507191004099
HIGD1C	0.00428800612532964
SLC11A2	0.0977630890398515
LETMD1	0.0817454389034678
CSRNP2	0.0119077173015071
TFCP2	0.248965784050506
POU6F1	0.0084981009684367
AC139768.1	0
DAZAP2	0.247885054330863
SMAGP	0.00834356089423198
BIN2	0.261564081092171
CELA1	0
GALNT6	0.0790056958130739
SLC4A8	0.118129842343933
AC107031.1	0.00725878789756978
SCN8A	0.000160204406108099
AC068987.2	0.00428800612532959
FIGNL2	0
AC068987.3	0.000160204406108092
ACVRL1	0
ACVR1B	0.110022952816991
GRASP	0.0320991888427427
NR4A1	0.193503355952231
AC025259.3	0.00648074381720434
ATG101	0.0350023333146547
AC025259.1	0.00772433185554543
SMIM41	0
KRT7	0
KRT72	0.000320301938029323
KRT73-AS1	0
KRT73	0
KRT8	0
KRT18	0.000160204406108102
EIF4B	0.170660123433153
AC068888.2	0
AC068888.1	0.0440448106995173
TNS2	0
SPRYD3	0.0200167418514658
CSAD	0.105599133351623
ZNF740	0.0228766617344894
ITGB7	0.0282074092293424
RARG	0.00834356089423198
MFSD5	0.0145279869974187
ESPL1	0
PFDN5	0.270396736791469
AC073611.1	0.00585638481754886
C12orf10	0.0150648944268524
AAAS	0.0185759202640253
SP1	0.104098460333707
PRR13	0.121038997150934
PCBP2	0.202178191484777
PCBP2-OT1	0.00554356407259985
MAP3K12	0.0186290276251597
AC023509.3	0.00741407609108118
TARBP2	0.00772433185554538
NPFF	0.00523031583090394
ATF7	0.196233822417471
AC023509.2	0.00397304789664344
AC023509.6	0.0843223949712148
ATP5MC2	0.193282777886344
CALCOCO1	0.0545886166696436
AC076968.2	0
AC023794.1	0
SMUG1	0.0157274702283866
LINC02381	0
AC023794.2	0
CBX5	0.03357293579074
SCAT2	0.000160204406108092
AC078778.1	0.053138233042802
HNRNPA1	0.235598724905694
NFE2	0.0640875683602316
COPZ1	0.043272648172271
AC079313.2	0.0001602044061081
GPR84	0.000160204406108094
ZNF385A	0.112462644240026
ITGA5	0.0873480358872304
GTSF1	0
NCKAP1L	0.282096517011853
PDE1B	0.0351442699809787
TESPA1	0.0290607905428128
AC122685.1	0.00016020440610809
AC009779.5	0.000160204406108098
METTL7B	0
ITGA7	0
BLOC1S1	0.0819169546729443
RDH5	0.01583728492077
CD63	0.18021446906493
AC009779.2	0
GDF11	0.00616877806575045
SARNP	0.149720826569131
AC073487.1	0
ORMDL2	0.0284889993523244
DNAJC14	0.0154512239134599
MMP19	0.00663656638165091
PYM1	0.0322104902720929
DGKA	0.0587893824470967
PMEL	0.0101225222839058
CDK2	0
RAB5B	0.0495953999473135
SUOX	0.00632481437857084
IKZF4	0.0119748590957178
AC034102.3	0.000160204406108093
RPS26	0.355894924218227
ERBB3	0
PA2G4	0.101960437183839
AC034102.4	0.000160204406108096
RPL41	0.319476517979714
ESYT1	0.0364150912983428
ZC3H10	0.0255400567993206
AC034102.5	0
MYL6B	0.00594008583778109
MYL6	0.339726754078347
SMARCC2	0.0832562362527652
RNF41	0.0589751569020245
NABP2	0.00849810096843676
ANKRD52	0.0264149349191932
COQ10A	0
CS	0.0945802646727337
AC073896.2	0.011669894648198
AC073896.3	0.0058563848175488
CNPY2	0.0750336444117203
PAN2	0.0316563879133971
IL23A	0.0101225222839058
STAT2	0.345302988130347
TIMELESS	0.00796357708506863
MIP	0
SPRYD4	0.00632481437857084
GLS2	0
RBMS2	0.0634114265953037
BAZ2A	0.172763956553005
ATP5F1B	0.13324686621367
PTGES3	0.189268930756811
NACA	0.293909459823622
PRIM1	0.013795668349134
HSD17B6	0.000160204406108096
ZBTB39	0.00475964191195723
MYO1A	0
NEMP1	0.0180611508070502
NAB2	0.00787929942649717
STAT6	0.233965005047303
LRP1	0.285106243685888
SHMT2	0.0159869793353722
STAC3	0.0431924855797227
R3HDM2	0.331830256625091
AC126614.1	0
AC022506.2	0
GLI1	0
ARHGAP9	0.104189655544709
MARS	0.103046726220697
DDIT3	0.0288870082252703
MBD6	0.045907883885466
DCTN2	0.0801282029233718
PIP4K2C	0.0138815319799279
DTX3	0
OS9	0.185458262412964
AC025165.2	0.0419664861952018
AGAP2	0.01027593109885
TSPAN31	0.0235261590148266
CDK4	0.014914754354906
MARCH9	0.0163327337417518
METTL1	0.00270894001442436
EEF1AKMT3	0.00032030193802931
TSFM	0.0162621675316985
AVIL	0.0237892774129708
CTDSP2	0.0696848734904227
AC083805.2	0.000160204406108094
ATP23	0.00998494868248488
GIHCG	0.0243818093499325
LINC02388	0
SLC16A7	0.121350089801708
TAFA2	0.195438523255526
USP15	0.258862665575017
MON2	0.28876268306351
LINC01465	0
AC048341.1	0.0397186306730151
AC048341.2	0
PPM1H	0.0655305606927774
AC084357.2	0.000160204406108098
RXYLT1	0.0198360039416325
SRGAP1	0.0304743389864746
AC020611.2	0.000160204406108093
C12orf66	0.0108884976167574
C12orf56	0
XPOT	0.0461735281679314
AC135279.4	0
TBK1	0.211311240914996
RASSF3	0.368312955932758
AC078962.1	0
AC078962.3	0.00616877806575016
GNS	0.200856360230489
AC025262.1	0.000320301938029318
TBC1D30	0.0181326911202164
LINC02389	0.000160204406108091
LEMD3	0.112028807105349
AC026124.2	0.00632481437857084
MSRB3	0.00562717637924146
AC025419.1	0
HMGA2	0
HMGA2-AS1	0.0133473436361719
LLPH	0.0628142442626841
LLPH-DT	0.000160204406108098
TMBIM4	0.183388730934048
IRAK3	0.447922102495916
HELB	0.120639343344546
GRIP1	0.0125513136006763
CAND1	0.0899440805406264
LINC02408	0
DYRK2	0.0264520914096119
AC078777.1	0
IFNG-AS1	0.0230088631582218
IFNG	0.000480292595763713
IL26	0.000160204406108092
MDM1	0.0199233907781206
LINC02384	0.0347337602654958
RAP1B	0.363119633953769
AC090061.1	0
NUP107	0.100697985590468
SLC35E3	0.0584733273563317
MDM2	0.145759745095252
AC025423.4	0
CPM	0.087372290136577
CPSF6	0.203130596112373
AC020656.2	0
LYZ	0.544345829041065
AC020656.1	0.154724544936455
YEATS4	0.0137505384045122
FRS2	0.178493224992225
CCT2	0.0938740063219417
AC025263.1	0.000480292595763713
RAB3IP	0.0382536604869724
MYRFL	0
AC025159.1	0.0522634610872371
CNOT2	0.283251204620446
KCNMB4	0.0303109660252011
AC025569.1	0.000799953288671787
PTPRR	0
LGR5	0
ZFC3H1	0.268996787244362
THAP2	0.0190975539353744
TMEM19	0.0172053827781489
RAB21	0.13511644772006
TBC1D15	0.158288940493935
TRHDE	0.000320301938029343
AC090015.1	0
ATXN7L3B	0.0578780095563217
KCNC2	0
CAPS2	0.012719267430027
GLIPR1L1	0.000480292595763711
GLIPR1L2	0.000320301938029323
GLIPR1	0.181188643218428
AC121761.1	0.000160204406108103
KRR1	0.094414003727489
AC078923.1	0
PHLDA1	0
AC011611.4	0.000160204406108094
NAP1L1	0.26120185203696
BBS10	0.00570002788216805
OSBPL8	0.441378532818515
AC107032.2	0.00867814396683265
ZDHHC17	0.16026845125096
CSRP2	0
NAV3	0.000160204406108091
SYT1	0.0277267262552977
AC027288.3	0
PAWR	0.000882234891455931
AC073569.2	0
PPP1R12A	0.328150563400226
AC073569.3	0
AC073569.1	0
PPP1R12A-AS1	0.000480292595763713
LIN7A	0.16721883077899
ACSS3	0.00585638481754895
PPFIA2	0
CCDC59	0.0909759678750568
METTL25	0.110409294887928
AC091214.1	0.000160204406108101
TMTC2	0.589609791175403
SLC6A15	0
LRRIQ1	0
MGAT4C	0
C12orf29	0.00570002788216793
CEP290	0.0759546336930494
TMTC3	0.0297835296919914
KITLG	0
LINC02458	0.018354549713417
DUSP6	0.358263871908057
AC024909.1	0.00904566810206543
AC010201.3	0.0190012189114911
POC1B	0.107780130632859
GALNT4	0.0286320665627865
POC1B-AS1	0.0467395709596882
AC025034.1	0.0140686707705173
ATP2B1	0.463236343702987
ATP2B1-AS1	0.480000801053924
AC009522.1	0.0586843115326885
LINC02822	0
LINC01619	0.370159393570191
BTG1	0.388084686070554
AC025164.1	0.0812355009205499
LINC02391	0.0215743005528648
LINC02397	0.000480292595763715
C12orf74	0.000640176379311238
EEA1	0.234484519876335
LINC02413	0.000160204406108096
AC138123.1	0.00571077027614977
AC124947.1	0
NUDT4	0.0675183873540164
UBE2N	0.129120859360364
MRPL42	0.032163156201679
SOCS2-AS1	0
SOCS2	0
CRADD	0.166853028611516
AC012085.2	0.0110236291381353
PLXNC1	0.343223985164107
AC123567.2	0.0145475631342116
AC073655.3	0
AC073655.1	0.00585638481754889
AC073655.2	0.00475964191195727
CEP83	0.0970853988930506
CEP83-DT	0
TMCC3	0.0525043254669798
NDUFA12	0.0803523931889436
NR2C1	0.082900055777752
FGD6	0.220374332404115
VEZT	0.14363667997479
METAP2	0.123213022318987
USP44	0.000320301938029342
NTN4	0
AC090001.1	0
SNRPF	0.0730513687113421
CCDC38	0
AMDHD1	0.000320301938029332
HAL	0.0608483918957587
AC007298.2	0.00996900659477564
