GeneName	CoefficientOfVariation
MGST1	3.04165886794368
AC007529.2	0
PIK3C2G	0
PLCZ1	0
PLEKHA5	3.9518403884772
AEBP2	1.86773552853103
AC024901.1	54.7631262803718
PDE3A	54.7631262803717
PYROXD1	2.19352159523035
RECQL	1.95432431414108
GOLT1B	2.80484563063069
LDHB	2.35028855918846
AC010197.1	0
ABCC9	0
CMAS	3.64394872154872
ST8SIA1	10.0232289460077
AC053513.1	1.96132132872375
C2CD5	1.42350913905943
AC053513.2	0
AC087241.2	0
ETNK1	1.29049840517266
AC084816.1	8.11929564118165
SOX5	6.46429974495689
BCAT1	4.48242924544788
LRMP	1.35363071762194
AC023510.1	6.88380480536875
CASC1	10.1216576610889
ETFRF1	3.49213669707273
KRAS	1.4462106737553
AC092794.1	0
AC087239.1	3.14783643899955
LMNTD1	0
RASSF8-AS1	54.7631262803703
RASSF8	24.4744710495529
SSPN	40.8125779438113
AC022509.2	31.6069577408127
AC024145.1	3.16892732569934
ITPR2	0.645984237156186
AC023051.1	3.83511451359585
INTS13	4.62340556631577
FGFR1OP2	2.58982444127498
TM7SF3	2.2823903129439
AC024896.1	0
MED21	2.71960383372743
AC092747.4	5.53983674174607
AC092747.1	54.7631262803707
STK38L	1.453045481489
ARNTL2	6.20580490079302
ARNTL2-AS1	0
PPFIBP1	8.16006577420199
MRPS35	3.27183258778419
KLHL42	3.38802415075459
CCDC91	1.02859198958796
AC022364.1	38.7169192113991
AC022079.1	0
AC012150.1	6.90250849833242
FAR2	1.48760898772052
AC009318.1	5.12969053296159
AC009318.3	9.38445291338922
ERGIC2	2.71413245721958
OVCH1-AS1	4.89017378317624
OVCH1	9.20401877924766
TMTC1	2.70542630312788
IPO8	2.57154856834813
AC012673.1	0
CAPRIN2	4.33444894879267
DDX11	6.18217063406719
SINHCAF	2.08112560502336
AC024940.1	0
DENND5B	6.2254829998774
AC068774.1	54.7631262803708
ETFBKMT	8.01355507873123
AMN1	3.58823579027791
AC023157.3	5.27780756202675
LINC02422	5.48544559529716
RESF1	1.34739757870908
AC016957.2	54.7631262803712
BICD1	3.4470524116895
AC026356.2	0
FGD4	0.67002493557415
DNM1L	1.48747184069984
AC084824.5	0
YARS2	3.65319901400399
AC084824.4	0
PKP2	8.6750856696133
AC046130.1	0
ALG10	7.68112446946455
AC046130.2	0
AC140847.2	0
ALG10B	7.45677184327822
CPNE8	0.925411353761101
KIF21A	9.83715812974458
ABCD2	7.85063866037781
C12orf40	5.85526070019982
SLC2A13	2.26362607199714
LINC02471	14.106724945264
AC079630.1	4.57685403322193
LRRK2	0.533422075463582
CNTN1	0
PDZRN4	0
AC090630.1	8.32435792360065
GXYLT1	2.73785742883542
YAF2	1.621662462224
PPHLN1	1.53033280017311
ZCRB1	3.89442339480786
AC079684.1	0
PRICKLE1	2.4738708865301
AC079600.3	0
ADAMTS20	0
PUS7L	3.01920832177032
IRAK4	1.81375307825741
TWF1	2.60347271035042
TMEM117	3.94396011312976
NELL2	5.11464085671797
ANO6	1.08890018056046
AC079950.1	0
AC008124.1	5.50694465225261
ARID2	0.981358882986136
SCAF11	0.643587316520902
SLC38A1	3.72898374254268
SLC38A2	1.11446285040146
AC025031.2	10.4933688541534
AC008014.1	3.58517645321524
AC025031.4	0
SLC38A4	38.7169192113988
AMIGO2	0
PCED1B	2.41962997280196
PCED1B-AS1	2.92795490455927
AC008083.2	27.3678597963602
AC008083.3	8.13322634363375
LINC02416	27.3678597963603
LINC02156	0
RPAP3	2.23718485078932
AC004241.3	0
AC004241.1	7.38615110709313
SLC48A1	9.07375385620905
HDAC7	1.90258827252144
LINC02354	0
VDR	2.44338909319604
AC121338.1	9.0737538562088
TMEM106C	0
SENP1	3.29109394377504
PFKM	38.7169192114005
ASB8	3.16472072331319
AC024257.3	3.72905270832256
AC024257.1	4.8613005557499
AC024257.5	0
ZNF641	3.24804217596098
AC090115.1	7.86955384602883
KANSL2	2.5942710846121
CCNT1	1.96846613435529
CACNB3	31.6069577408126
DDX23	2.96412921588285
RND1	0
CCDC65	4.33991906845552
FKBP11	3.62502171003438
ARF3	2.44009013023775
DDN-AS1	4.11815085138686
PRKAG1	2.19285552904926
KMT2D	1.81435615532944
RHEBL1	9.24670049823505
LMBR1L	2.47765936094904
TUBA1B	1.48437352387129
AC011603.2	2.68387425216027
TUBA1A	0.798569737445291
TUBA1C	1.98895336052948
AC010173.1	4.55635372691539
AC125611.3	0
AC125611.4	0
SPATS2	3.5522729445221
KCNH3	5.67798658923279
MCRS1	3.16524823186255
PRPF40B	3.80111887311541
FAM186B	0
FMNL3	5.41370003918398
TMBIM6	1.07551779002382
NCKAP5L	2.13416476585565
BCDIN3D-AS1	0
BCDIN3D	6.94118143987582
RACGAP1	5.4493109858897
SMARCD1	3.66410078110171
COX14	3.07457936978114
AC074032.1	2.54248623628299
CERS5	2.44955931202342
LIMA1	7.52940771582598
FAM186A	38.7169192113988
LARP4	2.14775242183726
DIP2B	0.82238606274425
ATF1	2.70360696220019
METTL7A	2.16408127396049
HIGD1C	10.4933688541535
SLC11A2	2.16591519281739
LETMD1	2.48115413490754
CSRNP2	6.52660994830736
TFCP2	1.30691393257768
POU6F1	7.38615110709311
AC139768.1	0
DAZAP2	0.951824597753181
SMAGP	7.45677184327822
BIN2	1.16031666318602
CELA1	0
GALNT6	2.57887914122128
SLC4A8	2.245096560929
AC107031.1	8.01355507873129
SCN8A	54.7631262803715
AC068987.2	10.4933688541535
FIGNL2	0
AC068987.3	54.7631262803704
ACVRL1	0
ACVR1B	2.03046708928665
GRASP	4.01052891052375
NR4A1	1.66178962867228
AC025259.3	8.49531672671
ATG101	3.61612247787809
AC025259.1	7.76042286524846
SMIM41	0
KRT7	0
KRT72	38.7169192113998
KRT73-AS1	0
KRT73	0
KRT8	0
KRT18	54.763126280372
EIF4B	1.39803554684854
AC068888.2	0
AC068888.1	3.45598474188226
TNS2	0
SPRYD3	4.91636649754032
CSAD	2.03819882525128
ZNF740	4.57867374502478
ITGB7	4.07631130211522
RARG	7.45677184327822
MFSD5	5.63265654894937
ESPL1	0
PFDN5	0.961785100298138
AC073611.1	8.94878519914276
C12orf10	5.5800016057476
AAAS	5.0078029532042
SP1	1.9765227882389
PRR13	1.8086661725016
PCBP2	1.25134478231547
PCBP2-OT1	9.20401877924766
MAP3K12	5.17583573305595
AC023509.3	7.92650369174614
TARBP2	7.76042286524843
NPFF	9.4820233843385
ATF7	1.4272708530765
AC023509.2	10.9086974376651
AC023509.6	2.44491857760999
ATP5MC2	1.31931171569486
CALCOCO1	2.94749871384099
AC076968.2	0
AC023794.1	0
SMUG1	5.39445261065388
LINC02381	0
AC023794.2	0
CBX5	3.7975685782555
SCAT2	54.7631262803703
AC078778.1	3.18431319631332
HNRNPA1	1.16792086081927
NFE2	2.6148045420562
COPZ1	3.18286042545393
AC079313.2	54.7631262803718
GPR84	54.7631262803707
ZNF385A	1.8889289786611
ITGA5	2.23131672561731
GTSF1	0
NCKAP1L	0.918873746019243
PDE1B	3.83141282420423
TESPA1	4.92950458090999
AC122685.1	54.76312628037
AC009779.5	54.7631262803714
METTL7B	0
ITGA7	0
BLOC1S1	2.29528258336684
RDH5	5.53683814420507
CD63	1.4004459346173
AC009779.2	0
GDF11	8.71336627946314
SARNP	1.65688027279052
AC073487.1	0
ORMDL2	4.05497872318402
DNAJC14	5.55852464449159
MMP19	8.39215382453569
PYM1	3.7722423991666
DGKA	2.75628843577582
PMEL	6.84606401849075
CDK2	0
RAB5B	2.96216139485
SUOX	8.60230636417874
IKZF4	6.41941430599915
AC034102.3	54.7631262803705
RPS26	0.494834038459598
ERBB3	0
PA2G4	2.00755385381444
AC034102.4	54.763126280371
RPL41	0.327215670505653
ESYT1	3.60629917302147
ZC3H10	4.39199445867712
AC034102.5	0
MYL6B	9.11474978211476
MYL6	0.776698053870613
SMARCC2	2.18454962887114
RNF41	2.76173107853683
NABP2	7.38615110709313
ANKRD52	4.22314548853608
COQ10A	0
CS	2.24126542418336
AC073896.2	6.51377847246323
AC073896.3	8.94878519914272
CNPY2	2.47910480019938
PAN2	3.81697660068051
IL23A	6.84606401849075
STAT2	0.819989756427292
TIMELESS	7.78672988611229
MIP	0
SPRYD4	8.60230636417874
GLS2	0
RBMS2	2.87541594451354
BAZ2A	1.40574951175951
ATP5F1B	1.66242752617516
PTGES3	1.41341525386702
NACA	0.963291896767647
PRIM1	5.92602522543428
HSD17B6	54.7631262803711
ZBTB39	9.94985816797471
MYO1A	0
NEMP1	5.3707753596127
NAB2	7.68112446946455
STAT6	1.09770677789407
LRP1	0.837160118912932
SHMT2	5.50694465225261
STAC3	3.36943195340636
R3HDM2	0.89202222112676
AC126614.1	0
AC022506.2	0
GLI1	0
ARHGAP9	1.93464825863808
MARS	2.04620452117923
DDIT3	4.16791219183819
MBD6	3.18256802605904
DCTN2	2.28253410704247
PIP4K2C	5.97334815877573
DTX3	0
OS9	1.34655109192229
AC025165.2	3.50879830850367
AGAP2	6.79094455665513
TSPAN31	4.80232504440319
CDK4	5.61108480556121
MARCH9	5.66077806892905
METTL1	13.2465193277523
EEF1AKMT3	38.716919211399
TSFM	5.34794713160923
AVIL	4.87906599733801
CTDSP2	2.47225824047153
AC083805.2	54.7631262803707
ATP23	7.11611081148468
GIHCG	4.77097210145904
LINC02388	0
SLC16A7	2.1627554748546
TAFA2	1.82749617827508
USP15	0.25903817000634
MON2	0.903493039239143
LINC01465	0
AC048341.1	3.58378074291056
AC048341.2	0
PPM1H	3.20292913412936
AC084357.2	54.7631262803715
RXYLT1	5.07404273247169
SRGAP1	5.05188019800795
AC020611.2	54.7631262803705
C12orf66	6.582730562974
C12orf56	0
XPOT	3.26275891166365
AC135279.4	0
TBK1	1.38129769797976
RASSF3	0.894335044252892
AC078962.1	0
AC078962.3	8.71336627946294
GNS	1.341779886535
AC025262.1	38.7169192113995
TBC1D30	5.67826524060752
LINC02389	54.7631262803702
LEMD3	2.07721491920483
AC026124.2	8.60230636417874
MSRB3	9.38445291338929
AC025419.1	0
HMGA2	0
HMGA2-AS1	6.78423021376256
LLPH	2.65961844904235
LLPH-DT	54.7631262803714
TMBIM4	1.29842429069125
IRAK3	0.505005624429196
HELB	2.00221197807632
GRIP1	6.6849634572565
CAND1	2.18927699190526
LINC02408	0
DYRK2	4.26867458671557
AC078777.1	0
IFNG-AS1	8.08393391919333
IFNG	31.6069577408127
IL26	54.7631262803703
MDM1	5.10284221206094
LINC02384	4.11557242144436
RAP1B	0.700887403720915
AC090061.1	0
NUP107	2.16947899602776
SLC35E3	3.11286137689518
MDM2	1.70913139272024
AC025423.4	0
CPM	2.69663136895117
CPSF6	1.26358885691649
AC020656.2	0
LYZ	0.314331351955877
AC020656.1	1.66864525267967
YEATS4	6.14901359953927
FRS2	1.57290988375583
CCT2	2.20499588797219
AC025263.1	31.6069577408127
RAB3IP	3.78830780714166
MYRFL	0
AC025159.1	3.2276192105333
CNOT2	0.971863718179466
KCNMB4	5.01595699618146
AC025569.1	24.4744710495521
PTPRR	0
LGR5	0
ZFC3H1	0.938267009403433
THAP2	5.19498634752862
TMEM19	5.37886293080914
RAB21	1.72476405029108
TBC1D15	1.53775119915726
TRHDE	38.716919211401
AC090015.1	0
ATXN7L3B	2.81551156888859
KCNC2	0
CAPS2	6.82364842350698
GLIPR1L1	31.6069577408126
GLIPR1L2	38.7169192113998
GLIPR1	1.40095679059407
AC121761.1	54.7631262803723
KRR1	2.14201991457928
AC078923.1	0
PHLDA1	0
AC011611.4	54.7631262803708
NAP1L1	1.08783496729757
BBS10	9.07375385620908
OSBPL8	0.628851173697493
AC107032.2	7.87679693771435
ZDHHC17	1.64649135923975
CSRP2	0
NAV3	54.7631262803702
SYT1	6.49812698901263
AC027288.3	0
PAWR	28.0289824420374
AC073569.2	0
PPP1R12A	0.672468234350541
AC073569.3	0
AC073569.1	0
PPP1R12A-AS1	31.6069577408126
LIN7A	2.09906738304972
ACSS3	8.94878519914283
PPFIA2	0
CCDC59	2.19514827198272
METTL25	2.35749566526499
AC091214.1	54.7631262803718
TMTC2	0.839212539247163
SLC6A15	0
LRRIQ1	0
MGAT4C	0
C12orf29	9.07375385620898
CEP290	2.88227133289573
TMTC3	4.34261317960811
KITLG	0
LINC02458	5.33245425461685
DUSP6	0.872496054269924
AC024909.1	7.27227505721617
AC010201.3	5.40053297401093
POC1B	2.27705460628939
GALNT4	4.50561660303196
POC1B-AS1	3.47044142303687
AC025034.1	6.23257432796338
ATP2B1	0.494558887442219
ATP2B1-AS1	0.632214059535033
AC009522.1	2.90701897705532
LINC02822	0
LINC01619	1.03817239652402
BTG1	0.614790741015657
AC025164.1	2.74736704742113
LINC02391	5.95795597376546
LINC02397	31.6069577408127
C12orf74	27.3678597963602
EEA1	1.27190437486694
LINC02413	54.763126280371
AC138123.1	9.5687305294496
AC124947.1	0
NUDT4	2.57885975879334
UBE2N	1.72504738483839
MRPL42	3.79871834293384
SOCS2-AS1	0
SOCS2	0
CRADD	2.30188401401173
AC012085.2	7.24746943640073
PLXNC1	0.910982859338946
AC123567.2	5.76089581517172
AC073655.3	0
AC073655.1	8.94878519914278
AC073655.2	9.94985816797475
CEP83	2.30495986543174
CEP83-DT	0
TMCC3	3.48959802145027
NDUFA12	2.36790773607093
NR2C1	2.45861730285124
FGD6	1.48085958276674
VEZT	1.77273082101413
METAP2	1.81787024115788
USP44	38.7169192114009
NTN4	0
AC090001.1	0
SNRPF	2.56138468800508
CCDC38	0
AMDHD1	38.7169192114003
HAL	2.98734506833784
AC007298.2	6.90250849833242
LTA4H	1.14696789112396
ELK3	2.08197912754411
AC008149.2	0
CDK17	1.35375945639272
AC007513.1	54.7631262803703
CFAP54	0
NEDD1	2.98626210334512
RMST	54.7631262803709
AC016152.1	10.1774428039799
LINC02453	0
TMPO-AS1	0
TMPO	1.80344077125675
SLC25A3	1.54030246314564
IKBIP	3.4717742186898
APAF1	1.300618012201
ANKS1B	6.45261720814219
UHRF1BP1L	1.2948396923609
AC010203.2	0
ACTR6	3.71685087117588
DEPDC4	8.39215382453547
SCYL2	1.85076468711102
GAS2L3	3.98786484636009
ANO4	0
UTP20	3.78865037316009
ARL1	5.35137301547475
MYBPC1	0
CHPT1	1.65074140981756
SYCP3	7.68112446946453
GNPTAB	1.66965007319933
DRAM1	1.96184775719348
WASHC3	2.4991054841076
AC079907.1	10.6950593573849
NUP37	4.47537970505199
PARPBP	6.7250715390486
HELLPAR	10.5550882798693
C12orf42	8.8175776265443
STAB2	0
NT5DC3	5.80037749005356
HSP90B1	1.36725718951505
C12orf73	6.08976453819205
TDG	1.97605289145377
GLT8D2	0
HCFC2	3.00126653037857
NFYB	4.92195975145384
TXNRD1	2.05067803354942
AC089983.1	0
EID3	9.78641255785536
CHST11	0.518361832901918
SLC41A2	10.3611771545926
C12orf45	4.53493093597211
ALDH1L2	9.11474978211465
WASHC4	0.855707539044833
APPL2	1.89734572819452
C12orf75	6.89063643183069
CKAP4	1.72046108466495
AC079174.1	8.71336627946302
AC079174.2	54.763126280372
TCP11L2	2.57567736219429
POLR3B	3.63331061620171
AC079385.1	0
RIC8B	2.83286882571552
AC007695.1	54.7631262803709
AC007541.1	0
TMEM263	5.88969634319201
MTERF2	54.7631262803732
CRY1	2.4056476151024
BTBD11	2.24458795173623
PWP1	2.97778238195069
PRDM4	3.1821510587895
AC007622.2	7.31745359086068
CMKLR1	3.6080668649837
FICD	7.18548893559242
SART3	2.39162309732798
AC008119.1	4.81355625173347
ISCU	3.23571370496625
SELPLG	1.72145505135796
AC007569.1	5.40799910964804
CORO1C	1.3408494916926
SSH1	1.80107375366812
AC087893.2	0
DAO	0
SVOP	0
USP30	4.36212143304227
USP30-AS1	7.52940771582597
ALKBH2	7.12206501839798
UNG	54.7631262803719
AC007637.1	0
ACACB	4.87585252230548
MYO1H	13.2465193277522
KCTD10	4.34874992231903
UBE3B	2.36560390235118
MMAB	5.3042070104068
MVK	6.40618178148506
FAM222A	38.7169192114003
TRPV4	6.58773206849827
GLTP	2.67225542994207
TCHP	1.38963501179198
GIT2	0.967994186240387
ANKRD13A	1.64797436791466
C12orf76	3.62012530741588
AC007546.1	38.7169192113999
IFT81	5.7273061446888
ATP2A2	1.50672516624238
ANAPC7	3.0596695694552
ARPC3	0.980266912412647
GPN3	4.0555458884965
FAM216A	6.24055279869722
VPS29	1.42039864435334
RAD9B	9.24670049823498
PPTC7	1.48253111426811
TCTN1	8.10347706378671
HVCN1	1.78954253075493
PPP1CC	2.51469790806967
CCDC63	0
CUX2	8.71336627946297
PHETA1	7.12206501839795
LINC02356	5.07724914137624
SH2B3	1.03606105556422
ATXN2	1.19670587946196
BRAP	2.54050211026659
ACAD10	2.5975256179389
ALDH2	1.66971969275192
MAPKAPK5-AS1	4.23290920110541
MAPKAPK5	2.70776782045935
TMEM116	4.86805566578304
ERP29	1.49018076716458
AC073575.2	0
NAA25	1.69130711374375
AC073575.1	38.7169192113982
TRAFD1	2.00754659145653
HECTD4	1.35273214179484
AC004217.1	0
RPL6	0.793386528577562
PTPN11	2.0265036376666
RPH3A	0
OAS1	1.50207055990063
AC004551.1	2.75563194833767
OAS3	1.85419712528316
OAS2	1.84740991927329
DTX1	0
DDX54	2.94062331177772
RITA1	8.71336627946306
IQCD	9.3844529133892
TPCN1	1.57655790564219
SLC8B1	2.41537961623465
PLBD2	3.4159703829902
SDS	31.6069577408127
SDSL	8.82876229395351
RBM19	2.42823242118177
AC073863.1	0
MED13L	0.305214678550215
AC012157.2	0
AC130895.1	3.81204132338596
LINC02457	54.7631262803717
LINC00173	4.4427106929015
MAP1LC3B2	6.57555879852492
C12orf49	5.66124312772159
RNFT2	0
FBXW8	3.25512659483833
AC127164.1	8.82876229395329
TESC	2.75638358477753
FBXO21	2.81407268233518
NOS1	0
KSR2	9.83715812974461
RFC5	7.18548893559243
WSB2	3.5882185377319
VSIG10	6.00443076119374
PEBP1	2.78072179227334
TAOK3	0.504430808730921
SUDS3	2.71336785414035
CCDC60	0
AC002070.1	38.7169192114
TMEM233	0
PRKAB1	4.77848949836849
CIT	38.7169192113996
BICDL1	7.50178045578686
RAB35	2.36822349808062
AC004812.2	0
GCN1	2.97557389228444
RPLP0	0.96719398021092
PXN-AS1	5.01571874258678
PXN	1.48269314507553
AC004263.2	7.06024997609144
SIRT4	31.6069577408126
MSI1	0
COX6A1	1.95029728072347
TRIAP1	5.25309812728303
GATC	3.01100136528542
SRSF9	1.80367928762902
DYNLL1	2.21258279099768
COQ5	5.17424059665808
RNF10	1.61632832468397
POP5	4.34155475117189
MLEC	2.26119850066109
UNC119B	8.10347706378658
ACADS	5.77743187971675
AC069234.1	0
SPPL3	1.00079887084364
HNF1A-AS1	0
C12orf43	5.35815545560039
OASL	2.25896499190577
P2RX7	1.2379769650965
AC069209.2	5.55852464449157
AC069209.1	0
P2RX4	1.89952887743434
CAMKK2	1.39423156612115
ANAPC5	1.34643705598339
RNF34	1.89319395092999
KDM2B	1.76672732132682
KDM2B-DT	8.42501223655666
ORAI1	3.37106356031755
MORN3	6.56249516978637
AC084018.4	0
TMEM120B	4.77469775246057
RHOF	3.94339253865734
LINC01089	4.15699710784659
AC084018.2	9.20401877924768
SETD1B	2.48549791025655
HPD	10.3025499513403
PSMD9	2.68687737385997
WDR66	10.6950593573847
BCL7A	7.12046220087434
AC156455.1	54.7631262803703
MLXIP	1.26828805994037
DIABLO	7.60415691555412
VPS33A	2.98332732671108
CLIP1	1.10897113367666
CLIP1-AS1	54.7631262803722
ZCCHC8	2.00979429636987
AC127002.2	27.3678597963602
RSRC2	1.28936767221099
KNTC1	5.15609075147931
AC026333.3	4.19155114778384
HCAR2	4.41808676116903
HCAR3	3.55546716601283
DENR	2.47450133294912
CCDC62	7.13193252149117
HIP1R	9.07375385620896
VPS37B	1.55438472221953
ABCB9	10.1216576610889
OGFOD2	6.8277902250932
ARL6IP4	1.71083022221012
PITPNM2	5.80311538372024
MPHOSPH9	2.66466311954053
C12orf65	4.36841374583461
CDK2AP1	5.81892529931091
SBNO1	1.62969246128515
SBNO1-AS1	6.8788212279423
KMT5A	3.99556132003711
RILPL2	1.0748475589596
SNRNP35	3.08530665435412
RILPL1	7.21022898573143
TMED2-DT	0
TMED2	3.41741856131656
DDX55	3.16745798579134
EIF2B1	2.49555834416277
GTF2H3	3.60659553634279
TCTN2	0
ATP6V0A2	2.98343739538965
AC117503.5	31.6069577408126
DNAH10	54.7631262803713
CCDC92	4.03483842224355
AC068790.7	0
ZNF664	5.5672019407457
RFLNA	12.5257503105391
NCOR2	1.1432455652005
AC073592.1	0
SCARB1	3.69154506512246
AC073593.2	9.33996629396479
UBC	0.723551495052823
DHX37	3.09038375313109
BRI3BP	3.36092226874737
THRIL	54.7631262803708
AACS	5.71058684899342
TMEM132B	0
AC007368.1	0
LINC00944	31.6069577408127
AC025160.1	0
TMEM132C	0
SLC15A4	1.98055624176333
GLT1D1	0.96888071793816
TMEM132D	0
RIMBP2	0
AC095350.1	0
STX2	3.22076975701226
AC073912.1	0
RAN	2.18360208673602
ADGRD1	4.0566863368287
SFSWAP	1.32111317446624
MMP17	4.28532378361849
AC131009.2	31.6069577408127
ULK1	1.83821435039248
PUS1	4.9982326079031
EP400	1.66256756871983
DDX51	3.92390621283502
NOC4L	5.28336099787586
LINC02361	0
FBRSL1	1.90703961872232
POLE	3.88487481954734
PXMP2	54.7631262803723
PGAM5	6.39726231301485
ANKLE2	2.00244797271573
GOLGA3	2.73716460780774
CHFR	1.61673089895453
AC127070.1	0
ZNF605	4.41348054818219
ZNF26	3.25467355545462
ZNF84-DT	0
ZNF84	4.27334790803595
ZNF140	4.95312584164717
ZNF891	6.20245322463153
ZNF10	3.53572827489148
ZNF268	5.15287986366846
TPTE2	0
MPHOSPH8	1.31405993473494
PSPC1	1.17348199171683
ZMYM5	2.26013173649859
AL355001.1	0
AL355001.2	9.33996629396485
ZMYM2	0.982297707256662
CRYL1	3.72105670237624
AL590096.1	0
IFT88	3.26896315994963
EEF1AKMT1	6.65966055715439
XPO4	1.58755557453307
LATS2	1.65528161041763
LATS2-AS1	7.2102289857314
SAP18	1.98707079061513
SKA3	0
MRPL57	3.15069580279087
LINC00539	9.02295734946893
ZDHHC20	0.817916595480883
MICU2	1.105883234438
FGF9	0
AL136962.1	8.93140880661054
SGCG	0
SACS	4.25767438266332
TNFRSF19	0
MIPEP	4.42789118553863
SPATA13	1.19615706828924
PARP4	0.927179816397916
CENPJ	4.62129424992939
PABPC3	0
MTMR6	1.41678061487361
NUP58	1.44305042807913
ATP8A2	10.3025499513403
RNF6	3.73208097589486
CDK8	1.79976339157904
AL160035.1	0
USP12	1.70571028781868
USP12-AS1	6.63303662576945
USP12-AS2	0
LINC02340	4.84939650046797
RPL21	0.569413180863528
RASL11A	8.29259404902157
GTF3A	2.71567025205595
MTIF3	2.30961408162673
LNX2	4.72100942407115
POLR1D	2.30022707538796
FLT3	3.23437984068961
PAN3-AS1	38.7169192114006
PAN3	0.516196324176537
FLT1	4.77279439260681
POMP	1.73885901247776
SLC46A3	4.1100746206944
MTUS2	0
SLC7A1	2.17692229421518
UBL3	1.57249070169593
KATNAL1	6.71647992519492
LINC00426	38.7169192113995
AL161893.1	54.7631262803703
UBE2L5	0
HMGB1	0.823956044210957
USPL1	1.90318217258014
ALOX5AP	3.14888537600769
HSPH1	2.4541072772597
B3GLCT	4.40404743047797
RXFP2	5.33578426956386
AL138708.1	0
FRY	0.766728848277894
FRY-AS1	6.87421816092815
ZAR1L	0
BRCA2	4.08019359636863
N4BP2L1	1.5804212583136
N4BP2L2	0.526996181492385
N4BP2L2-IT2	7.70667406767595
PDS5B	1.16423155360139
AL138820.1	54.763126280371
KL	0
STARD13	5.86576347444904
STARD13-AS	54.7631262803702
AL138999.2	54.7631262803705
AL139383.1	7.04849139231397
RFC3	3.39632165109785
AL161891.1	38.7169192114009
LINC02343	0
NBEA	4.11285746674501
DCLK1	0
SPART	2.19146698924759
SPART-AS1	5.62904485555704
RFXAP	6.61228524578731
ALG5	3.05456981024206
EXOSC8	3.64374109689803
SUPT20H	1.72011858789123
LINC02334	0
LINC00571	7.84728912103914
UFM1	2.08043619519737
FREM2	0
PROSER1	3.05549553893246
NHLRC3	1.71454599374205
AL354809.1	5.11902284247523
LHFPL6	8.49800473189499
COG6	2.84428795228307
LINC00598	8.38870359592028
FOXO1	1.33478660831142
MRPS31	2.53532696342178
SLC25A15	0
AL590064.1	0
ELF1	0.509923588513882
WBP4	2.16771621174628
KBTBD6	11.9103662909684
AL354696.2	6.032638616275
KBTBD7	6.38825529577921
MTRF1	4.41034257366601
NAA16	1.92324998781416
RGCC	2.19816203449322
VWA8	1.6795517219618
DGKH	3.34043630970716
AKAP11	2.36590330971471
LINC02341	0
EPSTI1	0.638000203469858
DNAJC15	1.91010778856153
ENOX1	38.7169192114004
CCDC122	4.68104976766883
AL512506.1	0
LACC1	6.54972826603143
NRAD1	54.7631262803708
LINC00390	0
SMIM2-AS1	0
TSC22D1	2.47961484251431
TSC22D1-AS1	54.7631262803714
NUFIP1	3.99551811223114
AL359706.1	4.94316101254801
GPALPP1	2.66684131897352
GTF2F2	1.47469946212198
TPT1	0.488051767391226
AL138963.4	8.9487851991427
TPT1-AS1	2.2462208824407
AL138963.1	0
SLC25A30	4.9982326079031
SLC25A30-AS1	54.7631262803722
COG3	2.19292559133749
ZC3H13	1.47526083002492
CPB2-AS1	1.23645167680669
LCP1	0.531968438182647
LRRC63	22.3383016820192
RUBCNL	3.16865902709255
LINC01198	0
LRCH1	1.56836691610435
ESD	2.70757187944899
SUCLA2	2.23537723270217
LINC00562	0
AL157369.1	0
NUDT15	7.06024997609134
MED4	2.14767970065454
MED4-AS1	54.7631262803719
ITM2B	0.851102351217149
RB1-DT	9.78641255785534
RB1	0.660953250517054
LPAR6	1.66929986939095
RCBTB2	1.43451896075968
AL157813.1	54.7631262803704
CYSLTR2	2.43777303644817
AL161421.1	6.99997657164358
FNDC3A	0.85225611862791
CDADC1	2.16214974680363
CAB39L	4.09327849257091
SETDB2	2.56624948896884
PHF11	1.63704600650211
RCBTB1	3.18256802605903
ARL11	2.698175705984
EBPL	5.21058882406849
KPNA3	1.5710770990952
SPRYD7	6.95111954155073
DLEU2	0.457659405363067
TRIM13	1.72197115680539
DLEU1	1.14343386280864
AL137060.3	9.48202338433848
DLEU7	4.03841223911212
RNASEH2B-AS1	5.39629524576173
RNASEH2B	1.56090057209984
C13orf42	0
FAM124A	0
SERPINE3	54.7631262803701
INTS6	1.20739725709842
INTS6-AS1	4.54407190135313
WDFY2	0.583586317185784
DHRS12	4.35134234400861
AL162377.1	8.82876229395323
TMEM272	54.7631262803716
ATP7B	0
ALG11	4.39436413598596
NEK5	9.67916720975176
NEK3	3.23164887162307
THSD1	0
VPS36	1.65628584322579
AL359513.1	0
CKAP2	4.41808676116904
HNRNPA1L2	0
AL139089.1	54.7631262803703
SUGT1	2.61686825455704
CNMD	54.7631262803706
AL356295.1	9.78641255785531
LINC02335	0
DIAPH3	54.7631262803714
TDRD3	1.91748595931769
LINC00378	0
PCDH9	10.2794136491685
KLHL1	0
DACH1	2.75920535958149
MZT1	5.65354659556623
BORA	5.29192022972693
DIS3	2.46034809431027
PIBF1	1.26658258943598
KLF5	6.95741640629324
LINC00393	0
KLF12	2.43964205007251
LINC00402	22.3383016820192
AL353660.1	31.6069577408126
TBC1D4	2.37643811230634
COMMD6	1.87602175368576
UCHL3	2.53015969633487
LMO7-AS1	8.94878519914278
LMO7	4.28776266835696
AL136441.1	4.62771698705466
KCTD12	1.53079764854299
AC000403.1	0
CLN5	2.99858933003848
FBXL3	2.45504642694996
MYCBP2-AS1	1.70714189475761
MYCBP2	0.516898246364312
